level,pictureUrl,exerciseName,words,noiseLevel,noiseUrl
11,city,В городе /+шум города/,(трамвай эскалатор бар тротуар мост метро церковь костел мэр),50,city
12,city,В городе /+шум города/,(площадь троллейбус пляж витрина аэропорт перекресток парковка гараж шлагбаум),50,city
1,country,В деревне,(сад деревня усадьба сад лопата коса),0,
2,country,В деревне,(луг двор топор сарай дерево трава),0,
3,country,В деревне,(лес труба улица забор ворота скамейка),0,
4,country,В деревне,(печка земля грядка поле грабли скот),0,
5,country,В деревне,(огород трактор роща зерно колодец крыльцо),0,
6,country,В деревне,(стог урожай будка беседка мангал ферма),0,
7,country,В деревне,(курятник коровник пчеловод грядка изгородь пастбище),0,
8,country,В деревне,(пугало конюшня амбар фермер улей сено),0,
9,country,В деревне,(кукарекает кудахчет гогочет хрюкает лает ржёт),0,
10,country,В деревне,(хутор дрова удобрение река хозяйство коттедж куст дорожка),0,
11,country,В деревне,(дача стадо ручей чучело пастбище почва роща кустарник),0,
1,country,В деревне /+шум толпы/,(сад деревня усадьба сад лопата коса),50,crowd
2,country,В деревне /+шум толпы/,(луг двор топор сарай дерево трава),50,crowd
3,country,В деревне /+шум толпы/,(лес труба улица забор ворота скамейка),50,crowd
4,country,В деревне /+шум толпы/,(печка земля грядка поле грабли скот),50,crowd
5,country,В деревне /+шум толпы/,(огород трактор роща зерно колодец крыльцо),50,crowd
6,country,В деревне /+шум толпы/,(стог урожай будка беседка мангал ферма),50,crowd
7,country,В деревне /+шум толпы/,(курятник коровник пчеловод грядка изгородь пастбище),50,crowd
8,country,В деревне /+шум толпы/,(пугало конюшня амбар фермер улей сено),50,crowd
9,country,В деревне /+шум толпы/,(кукарекает кудахчет гогочет хрюкает лает ржёт),50,crowd
10,country,В деревне /+шум толпы/,(хутор дрова удобрение река хозяйство коттедж куст дорожка),50,crowd
11,country,В деревне /+шум толпы/,(дача стадо ручей чучело пастбище почва роща кустарник),50,crowd
1,walk,На прогулке,(парк горка качели площадка мяч игрушки),0,
2,walk,На прогулке,(качели самокат прятки мел сачок покрывало),0,
3,walk,На прогулке,(дорога тротуар переход светофор знак «зебра»),0,
4,walk,На прогулке,(играет идёт бежит едет катается прогуливается),0,
5,walk,На прогулке,(дует светит льёт опадает кружит тает),0,
6,walk,На прогулке,(прыгает рисует прячется ищет ловит съезжает),0,
7,walk,На прогулке,(светло хмуро пасмурно солнечно дождливо ясно),0,
8,walk,На прогулке,(сквер проспект площадь памятник река озеро),0,
9,walk,На прогулке,(заря мгла штиль водоём водохранилище водопад лесопарк фонтан),0,
10,walk,На прогулке,(моросит заливает заносит восходит заходит сияет переливается гремит),0,
11,walk,На прогулке,(песочница карусель сад лес тропинка тротуар),0,
1,walk,На прогулке /+шум дождя/,(парк горка качели площадка мяч игрушки),50,rain
2,walk,На прогулке /+шум дождя/,(качели самокат прятки мел сачок покрывало),50,rain
3,walk,На прогулке /+шум дождя/,(дорога тротуар переход светофор знак «зебра»),50,rain
4,walk,На прогулке /+шум дождя/,(играет идёт бежит едет катается прогуливается),50,rain
5,walk,На прогулке /+шум дождя/,(дует светит льёт опадает кружит тает),50,rain
6,walk,На прогулке /+шум дождя/,(прыгает рисует прячется ищет ловит съезжает),50,rain
7,walk,На прогулке /+шум дождя/,(светло хмуро пасмурно солнечно дождливо ясно),50,rain
8,walk,На прогулке /+шум дождя/,(сквер проспект площадь памятник река озеро),50,rain
9,walk,На прогулке /+шум дождя/,(заря мгла штиль водоём водохранилище водопад лесопарк фонтан),50,rain
10,walk,На прогулке /+шум дождя/,(моросит заливает заносит восходит заходит сияет переливается гремит),50,rain
11,walk,На прогулке /+шум дождя/,(песочница карусель сад лес тропинка тротуар),50,rain
1,weather,Погода,(солнце луна звезда туча облако дождь),0,
2,weather,Погода,(гром молния ветер снег лужа листопадь),0,
3,weather,Погода,(погода лёд снегопад иней метель гололёд),0,
4,weather,Погода,(ливень непогода сырость гроза радуга туман),0,
5,weather,Погода,(мороз вьюга стужа сугроб заморозки град),0,
6,weather,Погода,(тепло холод проталины паводок роса грязь),0,
7,weather,Погода,(засуха наводнение жара затмение ураган пожар),0,
8,weather,Погода,(температура восход закат облачность влажность осадки),0,
9,weather,Погода,(гремит светит льёт дует шумит замерзает),0,
10,weather,Погода,(шторм зной антициклон лавина смерч цунами землетрясение циклон буря),0,
11,weather,Погода,(пурга давление ненастье паводок изморозь слякоть ледоход спячка лавина),0,
1,weather,Погода /+шум дождя/,(солнце луна звезда туча облако дождь),50,rain
2,weather,Погода /+шум дождя/,(гром молния ветер снег лужа листопадь),50,rain
3,weather,Погода /+шум дождя/,(погода лёд снегопад иней метель гололёд),50,rain
4,weather,Погода /+шум дождя/,(ливень непогода сырость гроза радуга туман),50,rain
5,weather,Погода /+шум дождя/,(мороз вьюга стужа сугроб заморозки град),50,rain
6,weather,Погода /+шум дождя/,(тепло холод проталины паводок роса грязь),50,rain
7,weather,Погода /+шум дождя/,(засуха наводнение жара затмение ураган пожар),50,rain
8,weather,Погода /+шум дождя/,(температура восход закат облачность влажность осадки),50,rain
9,weather,Погода /+шум дождя/,(гремит светит льёт дует шумит замерзает),50,rain
10,weather,Погода /+шум дождя/,(шторм зной антициклон лавина смерч цунами землетрясение циклон буря),50,rain
11,weather,Погода /+шум дождя/,(пурга давление ненастье паводок изморозь слякоть ледоход спячка лавина),50,rain
1,future,Стану кем хочу,(врач моряк продавец повар водитель учитель),0,
2,future,Стану кем хочу,(клоун лётчик ветеринар рыбак швея продавец),0,
3,future,Стану кем хочу,(пилот балерина садовник таксист дворник милиционер),0,
4,future,Стану кем хочу,(судья доярка строитель кассир лесник пожарник),0,
5,future,Стану кем хочу,(артист почтальон воспитатель маляр директор машинист),0,
6,future,Стану кем хочу,(фермер медсестра парикмахер мясник охранник фотограф),0,
7,future,Стану кем хочу,(хирург охранник логопед лифтер писатель бухгалтер),0,
8,future,Стану кем хочу,(актер хоккеист каменщик бармен космонавт тракторист),0,
9,future,Стану кем хочу,(лечить учить строить продавать играть создавать),0,
10,future,Стану кем хочу,(менеджер сурдопедагог журналист программист модельер официант стоматолог автослесарь архитектор),0,
11,future,Стану кем хочу,(видеооператор фармацевт дизайнер стюардесса инженер прораб бизнесмен режиссер ревизор),0,
1,future,Стану кем хочу /+голоса/,(врач моряк продавец повар водитель учитель),50,voices
2,future,Стану кем хочу /+голоса/,(клоун лётчик ветеринар рыбак швея продавец),50,voices
3,future,Стану кем хочу /+голоса/,(пилот балерина садовник таксист дворник милиционер),50,voices
4,future,Стану кем хочу /+голоса/,(судья доярка строитель кассир лесник пожарник),50,voices
5,future,Стану кем хочу /+голоса/,(артист почтальон воспитатель маляр директор машинист),50,voices
6,future,Стану кем хочу /+голоса/,(фермер медсестра парикмахер мясник охранник фотограф),50,voices
7,future,Стану кем хочу /+голоса/,(хирург охранник логопед лифтер писатель бухгалтер),50,voices
8,future,Стану кем хочу /+голоса/,(актер хоккеист каменщик бармен космонавт тракторист),50,voices
9,future,Стану кем хочу /+голоса/,(лечить учить строить продавать играть создавать),50,voices
10,future,Стану кем хочу /+голоса/,(менеджер сурдопедагог журналист программист модельер официант стоматолог автослесарь архитектор),50,voices
11,future,Стану кем хочу /+голоса/,(видеооператор фармацевт дизайнер стюардесса инженер прораб бизнесмен режиссер ревизор),50,voices
1,body,Тело человека,(нос тело волосы рот лицо голова),0,
2,body,Тело человека,(ухо глаза живот шея зубы спина),0,
3,body,Тело человека,(пуп рука локоть попа ноги плечо),0,
4,body,Тело человека,(язык губа колено лоб мышца ступня),0,
5,body,Тело человека,(веко бровь пальцы щёки кость ресницы),0,
6,body,Тело человека,(висок бедро ноготь усы горло грудь),0,
7,body,Тело человека,(кожа скулы подбородок талия голень сердце),0,
8,body,Тело человека,(череп ладонь затылок кулак пятка запястье),0,
9,body,Тело человека,(ощущать нюхать видеть слышать чувствовать идти),0,
10,body,Тело человека,(мозг печень ключица вена легкие челюсть кровь ноздри желудок),0,
11,body,Тело человека,(артерия икра лодыжка позвоночник скелет мышцы мизинец предплечье торс),0,
1,body,Тело человека /+малый шум/,(нос тело волосы рот лицо голова),0,6
2,body,Тело человека /+малый шум/,(ухо глаза живот шея зубы спина),0,6
3,body,Тело человека /+малый шум/,(пуп рука локоть попа ноги плечо),0,6
4,body,Тело человека /+малый шум/,(язык губа колено лоб мышца ступня),0,6
5,body,Тело человека /+малый шум/,(веко бровь пальцы щёки кость ресницы),0,6
6,body,Тело человека /+малый шум/,(висок бедро ноготь усы горло грудь),0,6
7,body,Тело человека /+малый шум/,(кожа скулы подбородок талия голень сердце),0,6
8,body,Тело человека /+малый шум/,(череп ладонь затылок кулак пятка запястье),0,6
9,body,Тело человека /+малый шум/,(ощущать нюхать видеть слышать чувствовать идти),0,6
10,body,Тело человека /+малый шум/,(мозг печень ключица вена легкие челюсть кровь ноздри желудок),0,6
11,body,Тело человека /+малый шум/,(артерия икра лодыжка позвоночник скелет мышцы мизинец предплечье торс),0,6
1,body,Тело человека /+средний шум/,(нос тело волосы рот лицо голова),0,20
2,body,Тело человека /+средний шум/,(ухо глаза живот шея зубы спина),0,20
3,body,Тело человека /+средний шум/,(пуп рука локоть попа ноги плечо),0,20
4,body,Тело человека /+средний шум/,(язык губа колено лоб мышца ступня),0,20
5,body,Тело человека /+средний шум/,(веко бровь пальцы щёки кость ресницы),0,20
6,body,Тело человека /+средний шум/,(висок бедро ноготь усы горло грудь),0,20
7,body,Тело человека /+средний шум/,(кожа скулы подбородок талия голень сердце),0,20
8,body,Тело человека /+средний шум/,(череп ладонь затылок кулак пятка запястье),0,20
9,body,Тело человека /+средний шум/,(ощущать нюхать видеть слышать чувствовать идти),0,20
10,body,Тело человека /+средний шум/,(мозг печень ключица вена легкие челюсть кровь ноздри желудок),0,20
11,body,Тело человека /+средний шум/,(артерия икра лодыжка позвоночник скелет мышцы мизинец предплечье торс),0,20
1,body,Тело человека /+тяжелый шум/,(нос тело волосы рот лицо голова),0,40
2,body,Тело человека /+тяжелый шум/,(ухо глаза живот шея зубы спина),0,40
3,body,Тело человека /+тяжелый шум/,(пуп рука локоть попа ноги плечо),0,40
4,body,Тело человека /+тяжелый шум/,(язык губа колено лоб мышца ступня),0,40
5,body,Тело человека /+тяжелый шум/,(веко бровь пальцы щёки кость ресницы),0,40
6,body,Тело человека /+тяжелый шум/,(висок бедро ноготь усы горло грудь),0,40
7,body,Тело человека /+тяжелый шум/,(кожа скулы подбородок талия голень сердце),0,40
8,body,Тело человека /+тяжелый шум/,(череп ладонь затылок кулак пятка запястье),0,40
9,body,Тело человека /+тяжелый шум/,(ощущать нюхать видеть слышать чувствовать идти),0,40
10,body,Тело человека /+тяжелый шум/,(мозг печень ключица вена легкие челюсть кровь ноздри желудок),0,40
11,body,Тело человека /+тяжелый шум/,(артерия икра лодыжка позвоночник скелет мышцы мизинец предплечье торс),0,40
1,game,Развлечения,(кино книга коньки парк лыжи рисование),0,
2,game,Развлечения,(цирк баня шашки лото йога самокат),0,
3,game,Развлечения,(кафе мяч музей ролики танцы зоопарк),0,
4,game,Развлечения,(пазлы каток футбол санки игра бассейн),0,
5,game,Развлечения,(театр теннис вязание хор бинго вышивание),0,
6,game,Развлечения,(шоу секция концерт бег аквапарк велосипед),0,
7,game,Развлечения,(пение беговел выставка чтение воркаут телевизор),0,
8,game,Развлечения,(тир музыка программа шитьё гости экскурсия),0,
9,game,Развлечения,(петь танцевать стрелять кататься смотреть развлекаться),0,
10,game,Развлечения,(ипподром поэзия библиотека хобби казино вечеринка опера викторина самодеятельность),0,
11,game,Развлечения,(отпуск кинофильм аттракцион сериал искусство кроссворд досуг ресторан дискотека ),0,
1,game,Развлечения /+шум города/,(кино книга коньки парк лыжи рисование),50,city
2,game,Развлечения /+шум города/,(цирк баня шашки лото йога самокат),50,city
3,game,Развлечения /+шум города/,(кафе мяч музей ролики танцы зоопарк),50,city
4,game,Развлечения /+шум города/,(пазлы каток футбол санки игра бассейн),50,city
5,game,Развлечения /+шум города/,(театр теннис вязание хор бинго вышивание),50,city
6,game,Развлечения /+шум города/,(шоу секция концерт бег аквапарк велосипед),50,city
7,game,Развлечения /+шум города/,(пение беговел выставка чтение воркаут телевизор),50,city
8,game,Развлечения /+шум города/,(тир музыка программа шитьё гости экскурсия),50,city
9,game,Развлечения /+шум города/,(петь танцевать стрелять кататься смотреть развлекаться),50,city
10,game,Развлечения /+шум города/,(ипподром поэзия библиотека хобби казино вечеринка опера викторина самодеятельность),50,city
11,game,Развлечения /+шум города/,(отпуск кинофильм аттракцион сериал искусство кроссворд досуг ресторан дискотека ),50,city
1,adventure,Путешествия,(лес машина деревня море город дорога),0,
2,adventure,Путешествия,(горы автобус самолет река озеро лес),0,
3,adventure,Путешествия,(пляж поезд пароход билет костёр велосипед),0,
4,adventure,Путешествия,(порт отдых палатка яхта багаж путь),0,
5,adventure,Путешествия,(замок мотоцикл вокал волна загар беседка),0,
6,adventure,Путешествия,(паром взлёт пикник рюкзак бензин приземление),0,
7,adventure,Путешествия,(такси чемодан проводник страна валюта открытка),0,
8,adventure,Путешествия,(юг жара гостиница карта граница аэропорт),0,
9,adventure,Путешествия,(покупать путешествовать загорать плыть ехать заселяться),0,
10,adventure,Путешествия,(курорт отель загар остров развлечение туризм сувенир агентство путешествие),0,
11,adventure,Путешествия,(экотуризм авиакасса автостоп санаторий лагерь достопримечательность альпинизм таможня),0,
1,adventure,Путешествия /+шум города/,(лес машина деревня море город дорога),50,city
2,adventure,Путешествия /+шум города/,(горы автобус самолет река озеро лес),50,city
3,adventure,Путешествия /+шум города/,(пляж поезд пароход билет костёр велосипед),50,city
4,adventure,Путешествия /+шум города/,(порт отдых палатка яхта багаж путь),50,city
5,adventure,Путешествия /+шум города/,(замок мотоцикл вокал волна загар беседка),50,city
6,adventure,Путешествия /+шум города/,(паром взлёт пикник рюкзак бензин приземление),50,city
7,adventure,Путешествия /+шум города/,(такси чемодан проводник страна валюта открытка),50,city
8,adventure,Путешествия /+шум города/,(юг жара гостиница карта граница аэропорт),50,city
9,adventure,Путешествия /+шум города/,(покупать путешествовать загорать плыть ехать заселяться),50,city
10,adventure,Путешествия /+шум города/,(курорт отель загар остров развлечение туризм сувенир агентство путешествие),50,city
11,adventure,Путешествия /+шум города/,(экотуризм авиакасса автостоп санаторий лагерь достопримечательность альпинизм таможня),50,city
1,hospital,В больнице,(лекарство врач больной укол таблетка аптека),0,
2,hospital,В больнице,(халат гипс сыпь перелом пилюли сироп),0,
3,hospital,В больнице,(медсестра костыль инъекция шприц анализы карточка),0,
4,hospital,В больнице,(поликлиника больница медбрат порез сыпь растяжение),0,
5,hospital,В больнице,(аудиограмма сурдолог кардиограмма рентген кровь моча),0,
6,hospital,В больнице,(окулист хирург перевязка бинт вата шприц),0,
7,hospital,В больнице,(инфекция давление снимок очередь палата аптека),0,
8,hospital,В больнице,(витамины микстура капли мазь крем перевязка),0,
9,hospital,В больнице,(заболел поправилась лечиться измерить закапать заболела),0,
10,hospital,В больнице,(ортопед физиотерапевт очки линзы аудиолог логопед тонометр кардиолог терапевт),0,
11,hospital,В больнице,(педиатр роддом обезболивание УЗИ насморк ангина отит обезболивание сердцебиение),0,
1,hospital,В больнице /+голоса/,(лекарство врач больной укол таблетка аптека),50,voices
2,hospital,В больнице /+голоса/,(халат гипс сыпь перелом пилюли сироп),50,voices
3,hospital,В больнице /+голоса/,(медсестра костыль инъекция шприц анализы карточка),50,voices
4,hospital,В больнице /+голоса/,(поликлиника больница медбрат порез сыпь растяжение),50,voices
5,hospital,В больнице /+голоса/,(аудиограмма сурдолог кардиограмма рентген кровь моча),50,voices
6,hospital,В больнице /+голоса/,(окулист хирург перевязка бинт вата шприц),50,voices
7,hospital,В больнице /+голоса/,(инфекция давление снимок очередь палата аптека),50,voices
8,hospital,В больнице /+голоса/,(витамины микстура капли мазь крем перевязка),50,voices
9,hospital,В больнице /+голоса/,(заболел поправилась лечиться измерить закапать заболела),50,voices
10,hospital,В больнице /+голоса/,(ортопед физиотерапевт очки линзы аудиолог логопед тонометр кардиолог терапевт),50,voices
11,hospital,В больнице /+голоса/,(педиатр роддом обезболивание УЗИ насморк ангина отит обезболивание сердцебиение),50,voices
1,feelings,Что я чувствую,(радость злость счастье усталость страх обида),0,
2,feelings,Что я чувствую,(холод тепло голод сытость сырость сухость),0,
3,feelings,Что я чувствую,(удивление уверенность гнев отвращение болезненность грусть),0,
4,feelings,Что я чувствую,(заинтересованность грусть наслаждение агрессивность замешательство шок),0,
5,feelings,Что я чувствую,(удовольствие одиночество задумчивость недоверчивость сомнение стыд),0,
6,feelings,Что я чувствую,(благодарность хитрость любовь мечтательность симпатия интерес),0,
7,feelings,Что я чувствую,(самодовольство надежда неуверенность утомление ярость доброжелательность),0,
8,feelings,Что я чувствую,(восторг вина жалость равнодушие стеснительность зависть),0,
9,feelings,Что я чувствую,(люблю нравится ненавижу хотеть радуюсь тоскую),0,
10,feelings,Что я чувствую,(обожание ужас паника облегчение коварство сосредоточенность облегчение смущение озарение),0,
11,feelings,Что я чувствую,(разочарование горе тоска печаль огорчение настороженность спокойствие решимость ликование),0,
1,feelings,Что я чувствую /+малый шум/,(радость злость счастье усталость страх обида),0,6
2,feelings,Что я чувствую /+малый шум/,(холод тепло голод сытость сырость сухость),0,6
3,feelings,Что я чувствую /+малый шум/,(удивление уверенность гнев отвращение болезненность грусть),0,6
4,feelings,Что я чувствую /+малый шум/,(заинтересованность грусть наслаждение агрессивность замешательство шок),0,6
5,feelings,Что я чувствую /+малый шум/,(удовольствие одиночество задумчивость недоверчивость сомнение стыд),0,6
6,feelings,Что я чувствую /+малый шум/,(благодарность хитрость любовь мечтательность симпатия интерес),0,6
7,feelings,Что я чувствую /+малый шум/,(самодовольство надежда неуверенность утомление ярость доброжелательность),0,6
8,feelings,Что я чувствую /+малый шум/,(восторг вина жалость равнодушие стеснительность зависть),0,6
9,feelings,Что я чувствую /+малый шум/,(люблю нравится ненавижу хотеть радуюсь тоскую),0,6
10,feelings,Что я чувствую /+малый шум/,(обожание ужас паника облегчение коварство сосредоточенность облегчение смущение озарение),0,6
11,feelings,Что я чувствую /+малый шум/,(разочарование горе тоска печаль огорчение настороженность спокойствие решимость ликование),0,6
1,feelings,Что я чувствую /+средний шум/,(радость злость счастье усталость страх обида),0,20
2,feelings,Что я чувствую /+средний шум/,(холод тепло голод сытость сырость сухость),0,20
3,feelings,Что я чувствую /+средний шум/,(удивление уверенность гнев отвращение болезненность грусть),0,20
4,feelings,Что я чувствую /+средний шум/,(заинтересованность грусть наслаждение агрессивность замешательство шок),0,20
5,feelings,Что я чувствую /+средний шум/,(удовольствие одиночество задумчивость недоверчивость сомнение стыд),0,20
6,feelings,Что я чувствую /+средний шум/,(благодарность хитрость любовь мечтательность симпатия интерес),0,20
7,feelings,Что я чувствую /+средний шум/,(самодовольство надежда неуверенность утомление ярость доброжелательность),0,20
8,feelings,Что я чувствую /+средний шум/,(восторг вина жалость равнодушие стеснительность зависть),0,20
9,feelings,Что я чувствую /+средний шум/,(люблю нравится ненавижу хотеть радуюсь тоскую),0,20
10,feelings,Что я чувствую /+средний шум/,(обожание ужас паника облегчение коварство сосредоточенность облегчение смущение озарение),0,20
11,feelings,Что я чувствую /+средний шум/,(разочарование горе тоска печаль огорчение настороженность спокойствие решимость ликование),0,20
1,feelings,Что я чувствую /+тяжелый шум/,(радость злость счастье усталость страх обида),0,40
2,feelings,Что я чувствую /+тяжелый шум/,(холод тепло голод сытость сырость сухость),0,40
3,feelings,Что я чувствую /+тяжелый шум/,(удивление уверенность гнев отвращение болезненность),0,40
4,feelings,Что я чувствую /+тяжелый шум/,(заинтересованность грусть наслаждение агрессивность замешательство шок),0,40
5,feelings,Что я чувствую /+тяжелый шум/,(удовольствие одиночество задумчивость недоверчивость сомнение стыд),0,40
6,feelings,Что я чувствую /+тяжелый шум/,(благодарность хитрость любовь мечтательность симпатия интерес),0,40
7,feelings,Что я чувствую /+тяжелый шум/,(самодовольство надежда неуверенность утомление ярость доброжелательность),0,40
8,feelings,Что я чувствую /+тяжелый шум/,(восторг вина жалость равнодушие стеснительность зависть),0,40
9,feelings,Что я чувствую /+тяжелый шум/,(люблю нравится ненавижу хотеть радуюсь тоскую),0,40
10,feelings,Что я чувствую /+тяжелый шум/,(обожание ужас паника облегчение коварство сосредоточенность облегчение смущение озарение),0,40
11,feelings,Что я чувствую /+тяжелый шум/,(разочарование горе тоска печаль огорчение настороженность спокойствие решимость ликование),0,40
