level,code,exerciseName,words,noiseLevel,noiseUrl
13,plants,Plants,(bark rings pollen cattails germinate fertilizer mayflower calendula magnolia),0,
14,plants,Plants,(thorns blossom wildflowers rosemary petunias begonias vegetation agriculture chrysanthemum),0,
1,trees,Trees,(sal neem pith),0,
2,trees,Trees,(oak palm forest),0,
3,trees,Trees,(pine jute sandal bamboo walnut acacia),0,
4,trees,Trees,(tree leaf peepal banyan rosewood heartwood),0,
5,trees,Trees,(teak bark nutmeg polyalthia sandalwood eucalyptus deciduous coniferous underbrush),0,
1,sport,Sports,(ball fan rugby),0,
2,sport,Sports,(golf beat snooker),0,
3,sport,Sports,(cue judo swimming),0,
4,sport,Sports,(club polo athlete boxer cyclist curling),0,
5,sport,Sports,(stick judge diver rowing sailing fencing),0,
6,sport,Sports,(mitt award golfer diving jumping running),0,
7,sport,Sports,(court tennis gymnast fishing fitness captain),0,
8,sport,Sports,(field racket jockey coach victory teammate),0,
9,sport,Sports,(gym saddle skier shooting champion competition),0,
10,sport,Sports,(pitch boxing surfer defeat canoeing billiards),0,
11,sport,Sports,(rink cycling swimmer trainer archery skateboarding),0,
12,sport,Sports,(chess athletics circuit arena volleyball windsurfing),0,
13,sport,Sports,(yoga boxing cricket jockey stadium bowling weightlifting gymnastics snowboard),0,
14,sport,Sports,(darts diving bowling football snowboard basketball surfboard shuttlecock badminton),0,
1,dogs,Dogs,(dog bark mutt),0,
2,dogs,Dogs,(spitz puppy boxer),0,
3,dogs,Dogs,(dog corgi loyal poodle collie husky),0,
4,dogs,Dogs,(bark poodle borzoi mastiff beagle bulldog),0,
5,dogs,Dogs,(bark poodle mastiff brittany doberman dalmatian malamute chihuahua greyhound),0,
1,stationery,Stationery,(pen glue label),0,
2,stationery,Stationery,(pin desk marker),0,
3,stationery,Stationery,(fax paper notes folder eraser clipboard),0,
4,stationery,Stationery,(tack stapler staples ballpoint sharpener highlighter),0,
5,stationery,Stationery,(clips pencil scissors notebook envelope sellotape calculator whiteboard wastebasket),0,
1,literature,Literature,(ode diction allegory),0,
2,literature,Literature,(drama ellipsis parody),0,
3,literature,Literature,(trope litotes poetry dialogue narrative anaphora),0,
4,literature,Literature,(ballad lyricism prologue hyperbole anecdote repetition),0,
5,literature,Literature,(satire metaphor analogy imagery antagonist epistolary alliteration colloquialism personification),0,
1,languages,Languages,(talk accent rapport),0,
2,languages,Languages,(noun voice subject),0,
3,languages,Languages,(verb article fluency linguist language articulate),0,
4,languages,Languages,(tense clause antonym sentence bilingual linguistics),0,
5,languages,Languages,(speak prefix synonym articulate inversion multilingual conditional imperative infinitive),0,
1,physics,Physics,(gas atom vector),0,
2,physics,Physics,(wave optics magnet),0,
3,physics,Physics,(light photon density balance kinetics nuclear),0,
4,physics,Physics,(fluid laser thermal voltage isotope frequency resistance gravitation evaporation),0,
5,physics,Physics,(graph vapor gravity tension amplitude molecule temperature radioactivity conductivity),0,
1,biology,Biology,(zone reflex preserve),0,
2,biology,Biology,(growth cavity genetics),0,
3,biology,Biology,(organ mammal natural protein receptor chlorophyll),0,
4,biology,Biology,(nerve habitat pressure absorption bacteria chromosome metabolism microscope herbivore),0,
5,biology,Biology,(toxin biology reptile species extermination environment classification omnivorous regeneration),0,
